source,dest,time
27574,45296,20091018
30585,29134,20090706
30585,33118,20080925
27574,29135,20090416
27574,29135,20081114
30585,32554,20090317
59164,60553,20080529
33022,28444,20081026
45693,27574,20090502
27574,29135,20080424
32433,29135,20090324
53027,29135,20090324
30083,30084,20080828
58364,60103,20080513
31770,28444,20090707
27823,28444,20090213
27574,29135,20090803
30585,29135,20091201
30585,29135,20080912
28051,27574,20081104
32378,28444,20090611
19434,29135,20080805
61857,29135,20090913
14043,29135,20081225
32776,28444,20080925
33451,28444,20080901
30585,29135,20080506
28447,29135,20090705
21619,29135,20090830
27822,28444,20090114
28141,27574,20080516
27574,54717,20090411
32648,28444,20090521
46071,27575,20091128
28051,59647,20091023
27574,32433,20091221
32432,28444,20090818
46145,46145,20090517
35887,28444,20090403
33119,28443,20070414
28447,29135,20090627
30585,29135,20081031
41198,28444,20090725
22293,29135,20091222
27574,29135,20091023
28448,40176,20090510
28050,28443,20090105
29636,27574,20090415
36283,28444,20080702
32776,28444,20090916
33118,28444,20090312
28443,29135,20081201
37125,28449,20081209
25363,36042,20091219
28606,29135,20080519
37125,28444,20090112
60103,60103,20070724
31839,28443,20091117
29134,28443,20091111
31840,29135,20081207
27574,29135,20090623
32341,29135,20080513
39744,27575,20090918
21511,28444,20090330
27577,29135,20090616
32776,28444,20080817
29031,29135,20090909
58843,27574,20081030
30585,32721,20080826
29134,32433,20090725
31031,28446,20090831
30585,23214,20080904
27576,29135,20080829
32433,34559,20090603
27574,29135,20080504
32777,28444,20081215
30990,28444,20091201
63024,27574,20091120
44016,56927,20091231
27574,29135,20091130
27574,29135,20080801
32432,28444,20091222
32776,28444,20080606
32776,28444,20090526
30585,29134,20090610
31840,29135,20090603
32776,28444,20080822
28051,28444,20081217
27574,27575,20090208
27574,29135,20080707
27577,28444,20090621
27574,28043,20091101
31841,29135,20080508
29135,17734,20080707
29135,67654,20080530
47923,47746,20091213
33922,29135,20081129
32776,28444,20081027
22560,22560,20090422
27574,29134,20081203
32450,32038,20090402
29136,59474,20091020
28444,29135,20090319
27574,48023,20091024
32342,29135,20080514
31841,32342,20090731
33177,31839,20090401
31841,28444,20080706
27574,29135,20090519
60103,29135,20080517
27574,29135,20080817
27577,29134,20091105
32433,29135,20080729
32207,27574,20090421
31841,29135,20090925
29135,29135,20081227
29525,34559,20090722
27574,29135,20090625
27574,29135,20090414
29135,33511,20090912
37658,36126,20091017
32433,28444,20090211
60103,59164,20080520
58839,59881,20091025
30585,29135,20091202
35821,35821,20070721
34133,27574,20090828
33293,27574,20080927
29135,28444,20080428
30084,28444,20091212
26273,21748,20090109
27576,29135,20080924
31840,29135,20090924
32879,28444,20090907
28448,29135,20090806
28051,28443,20090206
32386,29135,20090424
40096,39240,20090118
27574,29135,20090521
32431,28444,20081229
30585,29134,20090628
32718,29135,20090319
27574,29135,20081218
34260,27575,20090922
27574,36283,20090611
28443,29135,20090730
32433,28444,20080510
36239,27447,20090322
29135,28444,20080423
28448,27574,20090501
28051,28444,20080704
32776,28443,20080629
61169,59960,20090621
34128,63024,20091120
32776,31256,20080912
27574,29135,20091127
30585,33385,20090220
49842,28444,20090322
32776,28444,20091011
31840,28444,20090113
39454,43435,20090517
32433,27576,20080503
57138,22560,20090221
59164,60553,20080528
31840,29135,20090911
33107,31840,20090316
32754,28444,20090917
32341,28443,20080914
30738,28444,20090506
35891,27574,20090913
28051,28444,20080701
59164,58367,20080512
40040,29135,20081126
27575,29135,20091008
37970,27574,20081009
21745,22293,20091222
40042,28444,20091225
32433,28444,20070627
27576,29135,20080512
33188,28444,20090927
27574,29135,20081105
27574,29135,20090607
29135,28444,20080903
37341,28444,20091102
31839,28444,20090608
33107,28444,20070420
30585,29134,20090413
27574,29134,20090106
58381,27575,20090708
30585,29135,20070611
28446,29135,20090708
49335,60103,20080522
33440,28354,20090611
30585,29134,20090916
42895,27574,20090102
28448,29135,20091016
29134,28444,20090419
27656,28444,20081013
35900,47923,20091213
29888,28444,20090618
28445,29135,20090512
32341,28444,20090730
60552,58366,20080513
64112,33510,20090621
32776,28444,20090210
33389,29135,20090509
33107,31370,20091223
32992,28444,20080918
28051,28444,20080911
26228,27575,20090214
27576,29135,20090429
27574,54991,20090102
58231,28444,20090716
29136,27575,20090715
29135,28444,20080703
27575,29135,20090819
27574,28444,20070421
28051,28444,20081224
28111,27575,20090606
58364,60553,20080512
31840,32433,20091113
27574,29135,20090804
31839,28444,20091130
31841,28444,20090621
36281,27574,20090827
32208,27574,20090515
32433,63024,20081030
28443,29135,20081016
32433,32720,20070706
28443,28443,20090820
27575,59904,20090612
30585,29135,20091208
30585,31839,20080710
28051,28444,20091218
28448,54744,20091206
27575,29135,20090702
33119,28443,20070528
32776,28444,20070702
27058,27575,20090624
27575,29135,20090505
33107,28443,20080610
30585,29228,20090327
40659,27574,20080905
28051,28444,20090826
22669,22680,20070625
44017,28443,20090703
27574,29135,20080923
35891,27574,20081204
45799,41970,20080523
32776,28444,20091203
32344,29135,20090928
27575,29135,20081211
26006,29135,20080507
53326,32048,20070728
26007,29135,20080524
60103,59164,20080523
32776,28444,20091209
27574,29135,20090830
32776,28444,20081106
27574,29135,20090105
32776,28444,20080515
22560,22560,20090221
30585,29135,20091210
32811,29135,20080429
28051,27574,20090615
27575,29135,20081212
31386,29135,20090105
31841,29664,20080825
32721,28443,20090709
29636,27574,20090513
28051,28444,20081216
35885,27574,20091211
32419,34559,20090610
32433,28443,20070418
27574,44914,20090315
31841,29134,20091125
27574,29135,20090811
32776,28444,20090319
27575,28448,20070506
29294,55242,20091227
28447,29135,20090905
32433,28443,20090107
30585,29134,20070627
29135,60553,20080524
29135,29135,20080516
28051,27575,20090612
25309,28444,20090801
33107,28444,20070416
27574,5147,20080915
28051,55098,20090905
28448,28865,20091219
29135,41937,20090729
30332,27575,20091008
29136,58859,20081029
28447,27573,20070421
27574,29135,20081231
27574,29135,20091207
27576,50535,20090801
74816,27574,20080913
28880,27574,20081113
28050,30585,20080710
32433,50671,20081222
56927,54872,20091231
54544,62823,20090411
28444,29135,20080729
62893,60423,20081115
34091,28444,20090410
27575,29135,20090209
31840,29135,20090902
27574,57368,20090606
28448,29135,20090823
27574,47304,20091025
48023,22314,20091024
59164,60553,20080429
28880,27574,20091018
27574,58538,20090419
59164,59164,20080526
36097,29135,20081112
27574,29135,20090803
27574,29135,20090812
34559,28444,20090314
29136,25230,20080922
28879,28444,20091105
37342,27575,20091009
28051,27574,20090626
27574,29135,20081217
32776,28444,20091104
32776,28443,20070629
57137,70172,20090913
57371,27574,20090821
36281,27574,20090806
30585,32721,20090415
29529,28444,20081105
22440,29135,20090629
30585,29135,20090205
30585,29135,20091126
54550,27574,20091206
58363,60553,20080514
30585,32968,20070604
45914,29135,20090419
31840,28441,20091125
25363,28444,20090326
31840,28444,20090519
27574,29135,20090816
54240,45339,20091213
31841,29134,20070606
34091,28444,20081223
30585,28444,20070605
33107,28444,20091215
28448,29135,20090312
35734,28444,20090212
32776,28444,20090607
32433,32433,20071128
40350,27575,20090221
32776,28444,20090824
63024,58842,20081030
30585,32776,20080630
30585,29135,20081216
28051,28444,20091019
27574,29135,20090726
25436,27574,20081007
32992,28444,20091119
39373,28444,20090422
60634,27575,20090823
37594,28444,20090510
27574,29135,20090216
27574,29135,20081008
30738,28444,20090603
32342,28444,20080729
30585,32721,20090320
29134,28444,20080921
27574,29135,20090604
32433,58192,20090716
31839,28444,20080826
48023,33363,20090322
50794,29135,20080515
32739,28444,20090804
30585,29135,20090522
28044,28444,20090329
31839,28443,20091109
28443,28444,20090817
29228,32993,20080807
27574,29135,20080517
32776,28444,20090413
27574,60162,20090621
27849,27574,20081019
29641,30738,20091021
28050,28444,20090527
47633,45914,20091213
31841,29135,20070531
30585,29135,20090601
27574,29135,20090119
32745,28444,20080910
28879,47896,20080424
27575,29135,20081229
31868,22560,20090422
31840,29135,20090410
28543,31839,20090428
27674,29135,20090112
21810,22440,20090629
28050,27574,20081126
49848,28444,20090321
30585,29135,20081204
27574,29135,20080704
34207,30738,20091028
27574,29135,20090716
32433,27574,20091022
58157,44017,20090703
27574,29135,20090809
33107,28444,20090930
28448,29135,20090823
36670,28444,20091221
28444,32515,20070603
58360,60103,20080515
32721,28444,20091110
28448,29135,20090701
28051,28444,20090819
28443,29135,20091029
28446,29135,20091020
29135,28444,20080902
27574,44017,20091231
61856,27574,20081029
29134,28444,20081119
28880,28444,20090408
24620,27574,20081022
30585,29135,20090615
32776,32775,20080729
32776,28444,20090511
33022,27575,20081128
33022,28444,20090423
31840,28444,20070607
27574,29135,20081009
27574,29135,20080610
35194,30738,20090513
29137,58254,20090616
29135,27575,20091123
32432,30585,20090414
41517,37226,20091213
31841,28444,20080917
29137,25479,20090624
27574,26228,20090214
33119,28444,20080821
28441,29135,20091011
33960,28444,20080506
32377,12850,20090920
28051,27574,20090310
32450,29135,20080910
27575,28443,20080910
28051,28444,20081130
46145,27574,20090517
55098,27575,20090905
29134,27574,20080919
35606,29135,20090116
29135,26182,20081105
54240,53911,20091213
20162,21725,20081102
27569,23964,20091114
27574,29135,20080718
32776,31839,20090317
59164,60553,20080520
63339,27575,20091227
32433,28444,20080509
32993,28444,20070604
32776,28444,20090910
38219,28444,20081108
33107,28444,20090825
28447,29135,20090704
33449,28444,20070626
32776,28443,20080924
27574,29135,20090331
49638,28868,20090329
62614,60103,20080510
28051,28444,20090327
28878,28444,20080908
29140,33107,20090423
28447,40073,20090801
32432,28444,20090217
43692,28444,20090315
27574,21810,20090629
27574,42379,20091128
30585,29135,20090326
28445,21745,20091222
28447,29135,20090720
30585,29135,20090922
27576,32968,20090109
27574,29137,20081224
41886,39903,20091213
27574,29135,20091012
31840,29135,20090506
32770,29524,20090429
27574,50746,20090321
27574,29135,20081020
27574,29135,20081210
32210,58254,20090605
28446,29135,20090719
28948,25320,20091213
54745,27574,20091226
27574,29135,20080510
29636,28444,20090520
30585,29135,20091019
29137,27574,20081024
29135,28444,20080705
29135,40659,20080905
40043,27574,20091021
31840,28444,20090505
30585,32721,20081110
27575,28444,20070414
28051,39254,20090627
63024,63024,20091120
60423,63030,20081115
32206,27574,20090718
27574,28444,20081110
32992,33022,20090508
27574,29135,20081025
32776,28444,20081208
32341,28444,20090504
27574,29135,20081030
28442,29134,20091104
33022,28444,20090810
32208,28444,20091113
32433,17753,20090830
32341,28444,20081028
27574,29135,20090827
28050,27574,20081010
32341,28444,20090921
28873,27574,20080815
27576,32721,20080903
29135,31256,20081103
36238,28444,20090802
33087,28443,20070601
37710,70172,20090222
31057,28444,20090915
58253,27574,20091020
27574,29135,20090728
31840,28444,20090204
32992,28444,20091214
29135,29032,20081023
30585,29135,20090219
33107,28444,20090923
32433,28444,20080916
32450,32450,20070524
33260,27574,20080731
27574,29135,20090323
33022,28444,20090531
28879,28444,20091030
59960,64112,20090621
60553,58366,20080516
28442,29135,20091116
32008,27575,20091118
33960,28444,20081129
24143,27574,20091024
22560,29135,20090221
27574,29135,20090617
32433,34128,20090805
28051,28444,20090320
29135,32721,20080709
28879,27574,20090416
30585,31595,20090509
29527,27574,20090722
32341,28443,20091116
27574,40031,20081101
27575,29135,20090927
32672,28444,20090614
21814,29135,20090109
30585,29135,20081230
27574,29135,20090715
32433,27574,20091015
59881,29135,20091025
27574,29135,20090104
60103,59164,20080530
29136,27574,20080909
32776,28444,20070529
28051,27574,20090814
27574,62893,20081115
32993,28444,20090323
27574,32433,20090906
31840,31839,20080708
34559,42451,20090429
28051,28444,20090116
31839,29135,20090605
27574,29135,20090113
27575,28441,20091108
29135,28444,20081210
48023,48023,20091024
32776,28443,20090216
29135,29136,20080427
31988,29726,20091202
30585,29135,20081029
27577,29135,20090915
41211,27574,20080517
28051,27574,20081127
27580,29135,20090310
30585,32450,20070702
32433,28444,20090911
33289,27574,20090925
29134,28443,20090509
30585,30585,20090511
27574,74816,20080913
24771,29135,20081012
32433,63025,20080719
27574,29135,20091010
30585,32450,20070530
28448,29135,20090623
27576,29135,20091120
33107,28444,20091027
27574,29135,20091015
32341,29135,20081010
45296,29135,20091018
31839,32751,20080429
32341,28444,20091210
28051,27574,20081008
27574,28444,20090510
19654,28444,20070527
27574,29135,20081215
30585,29135,20090612
31840,32993,20090515
27574,29135,20081113
60103,58366,20080514
25293,29135,20090115
60553,59164,20080521
30585,29135,20090929
27574,29135,20090807
5839,27574,20080915
28444,36608,20091213
28051,19434,20080805
27574,29135,20090316
36281,27574,20090313
32776,28444,20090514
58509,42465,20091129
30919,32595,20090618
28051,28444,20081205
21636,29135,20081207
29135,50794,20080514
34134,27574,20090723
32776,28444,20090518
31840,33107,20091109
30585,37104,20080823
31840,29135,20091215
33154,28444,20090706
27574,32048,20080907
30585,29135,20090317
28444,29135,20091027
22560,28105,20090422
32776,28444,20090617
30585,29135,20090107
47669,27577,20090801
32433,28444,20090311
57820,28444,20090721
27574,29135,20091030
40655,41942,20091129
29134,40625,20080516
50060,28444,20090809
27576,29135,20090206
27576,28442,20081129
27575,29135,20081202
31988,25432,20081007
29031,28444,20090209
29525,30741,20080524
32204,37125,20080711
28444,28444,20090814
27575,29135,20080702
33307,36399,20091210
28051,28444,20081226
30585,29135,20090602
27574,28444,20090412
28448,29135,20090821
30585,32038,20090427
27574,29135,20081128
36279,28444,20091202
32160,27574,20081101
32341,29135,20090825
32341,28444,20090817
58367,58367,20080513
29136,21226,20090628
37068,28444,20081031
34134,27574,20081206
32993,28443,20091124
35891,27575,20090728
30585,29135,20090401
28442,29135,20090719
60553,59135,20080527
54991,61461,20090102
66837,29135,20080530
28446,29135,20090428
27574,29135,20081119
27574,29135,20090628
27574,29135,20080911
60200,73077,20080705
33962,27574,20091029
47746,54240,20091213
29134,28444,20080807
50067,27574,20091228
30585,29135,20090916
26228,29135,20090211
31839,28444,20090602
36641,29135,20090204
32776,33087,20091014
28050,28444,20090727
28051,28444,20081212
59164,60103,20080519
30585,29135,20090624
28050,28444,20090622
35734,27574,20090720
30585,32554,20090520
32992,28443,20070419
54007,54356,20091213
32776,28444,20081207
27574,28444,20090906
32776,31839,20070608
28051,28444,20090710
25397,28443,20091121
59164,60553,20080527
36239,27575,20090417
33154,46454,20090908
32720,32720,20081006
27576,29135,20081130
27574,29135,20090727
27576,29135,20091118
27574,29135,20080901
28447,29135,20090910
33107,28443,20070606
21713,45693,20090502
47425,47165,20080930
36281,29134,20090311
32993,28450,20081021
28051,28444,20091216
27574,29135,20081222
29135,27574,20090731
30585,29135,20090725
32716,28444,20090309
28444,28443,20080915
30083,59382,20091228
59474,58099,20090616
32776,28444,20090604
37246,36355,20091213
60553,60553,20080405
58368,58367,20080515
59164,60103,20080521
31841,29135,20080709
28448,29135,20090710
31839,28444,20090601
32992,28444,20090924
27574,29135,20090802
27574,29135,20090212
31839,28444,20090106
27574,29135,20090507
27574,29135,20081111
60162,35907,20090520
34559,27574,20090701
32776,30585,20080806
27575,29135,20090827
39813,29135,20090729
32776,28444,20090512
66504,60162,20091106
32433,57210,20090821
28446,29135,20091022
32342,28443,20080728
33385,29135,20090220
31840,28443,20090407
27576,28443,20090726
30585,32992,20090504
32433,30738,20090520
27576,29134,20090217
25743,31256,20090718
59140,27574,20090411
58025,27574,20090307
59164,60553,20080526
29135,32776,20070729
29135,29028,20080708
30585,29135,20070529
24747,27574,20091204
30585,29135,20081209
30585,29135,20070626
46635,57915,20091128
28444,27574,20090503
27574,32433,20091123
28879,28444,20090702
28447,22314,20090722
32880,28444,20090219
30585,29135,20091218
33162,26055,20090109
32992,28444,20090901
25998,28444,20080907
30738,28444,20091028
31841,28444,20080828
32205,28444,20081211
37754,35777,20091213
28444,28444,20090829
32341,28444,20091013
32776,28444,20090813
27574,29135,20080917
27577,33022,20090211
27576,21620,20080808
28481,28444,20080928
30585,29135,20090707
30585,33022,20090525
27574,24620,20081012
27574,29135,20090330
30585,29135,20081106
27575,22417,20080710
31840,28444,20081107
60553,35821,20080430
40685,29135,20081222
33210,32724,20080707
28051,27574,20081015
27574,29135,20081226
28448,29135,20090914
27574,29135,20090723
27574,29135,20091020
31030,28444,20091208
28442,29135,20090921
32433,27575,20081218
31589,27574,20090719
28447,29135,20090912
35811,29135,20090524
32775,59379,20090703
30585,29228,20070703
22314,29135,20090723
32776,28444,20080727
27574,29135,20080921
30585,40918,20090408
32992,28444,20090914
32344,29135,20091211
28443,29135,20090810
31840,33087,20080516
29140,29135,20090211
28444,29135,20090204
28880,28444,20081020
26457,29135,20090318
28051,27574,20090630
35821,60103,20070722
25591,41242,20090225
29696,29696,20090211
30186,29520,20090214
40176,40625,20090318
25982,26225,20090411
29051,29264,20090210
25595,32811,20090412
28862,29263,20090317
25551,32003,20090301
40647,33191,20090225
26815,29020,20090208
73669,64114,20090615
25736,33551,20090327
29021,29265,20090214
45298,29135,20091011
16232,15745,20070810
46502,35728,20070803
46111,35729,20070805
15343,15766,20070807
26239,31989,20071207
53102,53103,20080512
28781,28781,20080124
29547,50816,20080718
30183,30181,20080719
29547,53104,20080129
53725,42587,20080324
26224,30181,20080505
25231,30181,20080405
25982,30181,20080531
29135,29137,20080626
28778,27359,20071210
25551,30180,20080419
28780,28862,20071230
53059,53725,20080322
25607,25982,20071217
25982,25594,20071223
26240,30766,20080414
25594,25609,20080516
32433,25370,20080520
28862,26487,20071220
27943,30082,20071216
50816,50806,20080730
25364,32433,20071227
50806,50816,20080814
25982,28777,20080609
32673,33057,20080311
28046,32672,20080528
25982,25982,20080520
23869,31133,20080329
25982,30181,20080504
28863,29546,20071202
28862,26487,20071221
28780,53726,20080304
28781,43903,20080225
29135,32692,20071130
28779,32119,20071221
28045,24701,20071214
25608,30183,20080330
25595,25595,20080514
29547,50806,20080804
25982,24553,20080615
29547,50815,20080811
56234,53726,20080324
25982,29135,20080319
28864,26487,20071218
25972,32833,20071216
25982,30181,20080413
25608,30180,20080705
25608,25982,20080326
25608,30180,20080419
50814,50815,20080725
29547,29547,20080723
32433,26124,20080830
25996,29135,20080828
26129,29135,20080827
29138,26128,20080826
32433,26124,20080828
25972,28868,20080828
29135,29135,20080829
32433,26128,20080815
46129,26124,20080821
26121,26128,20080816
25972,25996,20080820
29135,26124,20080831
46130,26124,20080818
29137,25996,20080827
27724,42338,20080818
26410,29135,20080826
36563,26124,20080816
30463,23271,20081007
28846,31108,20081126
58225,58220,20090210
28050,30646,20081014
58224,18650,20090320
58483,22880,20090221
32433,31007,20081009
18650,15148,20090206
29136,30837,20081007
54867,18650,20090413
55584,31037,20090414
28849,33280,20081006
31265,32433,20081014
58358,58225,20090206
18650,18519,20090207
33046,33038,20090305
31194,30921,20081016
56420,38991,20090403
58165,57147,20090415
34856,57021,20090309
33038,33038,20090210
34660,58762,20090414
54868,58292,20090325
31577,33046,20090410
31262,30647,20081004
33046,32020,20090318
58220,54867,20090302
57271,35515,20090408
58358,58264,20090312
31259,31590,20081031
28051,30646,20081015
29136,30646,20081030
28879,31261,20081004
23262,29135,20081007
58762,54867,20090216
32992,30643,20081116
30852,29135,20081011
32014,32014,20081030
58220,29599,20090220
31804,29135,20081014
15148,15148,20090310
58693,58762,20090223
29136,30646,20081005
58224,33038,20090227
63143,58487,20090310
31377,58166,20090323
59166,58561,20090212
30650,31274,20081015
47056,54868,20090224
31919,29135,20081202
58664,17482,20090313
15148,18519,20090223
58225,58303,20090211
29372,18650,20090308
56373,34631,20090311
55559,18651,20090219
55351,18650,20090506
22567,47854,20090212
31241,29134,20081126
58693,23162,20090216
18650,18519,20090302
58762,23162,20090212
29135,20612,20081031
31951,29135,20081008
30615,31694,20081015
58292,18650,20090302
31821,29135,20081009
54867,58487,20090302
18650,18650,20090209
52308,58647,20090318
30615,30422,20081004
58647,15146,20090209
33115,30710,20081004
58762,58647,20090213
31981,29135,20081009
32433,32433,20081011
31919,29135,20081202
30366,30647,20081005
33038,23162,20090211
58549,59166,20090216
51230,51881,20090325
31946,30643,20081008
29786,23279,20081017
54867,54867,20090201
58487,57387,20090210
54867,58224,20090324
58762,58531,20090224
31166,34022,20081016
33046,55842,20090312
61345,73328,20090120
54867,58761,20090224
23160,58220,20090211
28658,27820,20081017
31937,32777,20081004
58762,33038,20090213
54867,58664,20090218
60563,54690,20090507
28879,30643,20081128
15147,54868,20090304
58221,54868,20090316
31948,30646,20081010
51229,30503,20090410
29136,29135,20081116
58220,58487,20090210
29135,31649,20081015
21002,15148,20090305
35348,58647,20090319
55584,51230,20090326
61446,57831,20090415
58804,18653,20090223
18650,45355,20090209
63154,54867,20090413
21002,19509,20090207
28878,30753,20081110
29136,31747,20081011
18650,18631,20090207
51288,18649,20090209
52455,44173,20081003
36506,39207,20081012
36215,37341,20080929
37341,39203,20081001
37341,39741,20081007
36215,39158,20081005
50538,50863,20081008
25368,37341,20081011
37195,35797,20081007
40176,40176,20080928
25996,25996,20081011
36004,37341,20080927
48315,48317,20080930
36913,36898,20081012
40176,40176,20080928
36508,39819,20081008
37341,37341,20081009
37288,37362,20080927
37068,36973,20080927
30825,40073,20080928
50427,51246,20081003
29135,37341,20080926
36484,36215,20081008
35797,36215,20081006
37341,34108,20080926
36508,37341,20081008
36987,37341,20081009
36564,27815,20081011
25996,25368,20081011
37285,37341,20081006
50427,51237,20081003
37341,36215,20080927
39203,36913,20081012
34121,35945,20080927
36905,36506,20081012
44173,44177,20081003
36508,36215,20080928
40609,40383,20080928
36214,34761,20080927
32433,32433,20080429
38342,29134,20080505
34935,38339,20080506
32433,38339,20080505
38339,29134,20080507
32433,32433,20070731
30917,30584,20080527
30513,30710,20080507
31235,30710,20080505
30962,28614,20080627
28640,30918,20080506
28051,30918,20080516
33107,32776,20090912
56698,62138,20090912
30462,30836,20081115
29256,26106,20081001
31847,26106,20080823
29134,30615,20080912
29387,30989,20081019
30652,29478,20081011
32003,31927,20081014
21619,30836,20081129
26106,31590,20081008
26106,30934,20080830
30835,29135,20080914
26106,26007,20080828
30903,31589,20080830
26106,31958,20081106
21610,29228,20080914
29228,26106,20081003
30328,18521,20080821
64290,29135,20071009
59707,58184,20071008
58193,58338,20071008
39241,27798,20090403
25790,27798,20081120
32202,27798,20090224
34426,27798,20081111
27798,39240,20090306
41178,47212,20081130
42548,27798,20081217
41178,27798,20090213
21498,39240,20081221
27798,27798,20090312
27798,39240,20090303
39241,27798,20081224
27798,27798,20081104
40682,27798,20090225
44269,28874,20081210
44070,27798,20081219
31015,33016,20090226
40214,32038,20090218
42549,39240,20081117
31015,39240,20081225
41178,39240,20081220
63407,39240,20081130
28217,30203,20090320
38339,27798,20090116
28854,32720,20090318
28874,47939,20090113
39241,27798,20090311
36501,39240,20081129
27798,34425,20081114
28461,32721,20090407
40981,26101,20081026
40682,27798,20081117
27818,27818,20081217
32038,40682,20081122
27798,25833,20081126
25367,39240,20081031
24012,28461,20090407
41178,28874,20090303
41178,27798,20081116
27798,32720,20090206
39241,27798,20081214
42548,28874,20081124
28852,27798,20081028
28852,24316,20090220
42548,27798,20090317
60472,40530,20081025
27818,27797,20090114
61588,27798,20081026
32720,24316,20081114
28874,32720,20081114
28853,27798,20081111
30622,47743,20081124
42548,27798,20081106
27798,27798,20081217
28853,30622,20090220
38341,39240,20081027
31015,39240,20081217
42548,27798,20090304
28874,49424,20081125
38341,27798,20081028
28852,28050,20081118
28852,34425,20081111
27820,44300,20081110
30877,27798,20081222
42548,27798,20081125
30173,28874,20081219
27798,27798,20081112
27798,39240,20081208
28852,28874,20090114
39241,27798,20090331
27798,24316,20081219
27798,32720,20090210
42548,22314,20081221
41178,28871,20081206
42548,27798,20081126
42548,27798,20081208
42548,33517,20090309
44015,27798,20081109
32182,27798,20081111
40682,58820,20081117
27798,36488,20090302
67645,27798,20090316
23857,39240,20081029
41178,27798,20090206
28845,28874,20081024
23857,39240,20081114
42548,27798,20081112
27798,24316,20081031
42548,27798,20090114
40981,26101,20081026
42548,27798,20090112
32011,28874,20090211
27798,39240,20081111
34385,27798,20090309
31588,24316,20090403
27798,25770,20081120
32038,27798,20081126
28856,25561,20081203
42548,28852,20090407
27798,24357,20090407
41178,27798,20081203
28874,27798,20081106
39240,39816,20081115
28874,42549,20081117
27798,21517,20090213
39241,27798,20081210
42548,27798,20081120
25561,25561,20081203
31015,32720,20090116
33257,39276,20090401
28876,24316,20081107
30877,39240,20090414
27818,39240,20081210
42548,27798,20081226
28874,33016,20081125
32011,28874,20081125
42548,27798,20090415
31015,39240,20090302
36502,27798,20081223
27798,24316,20081029
28874,39240,20090211
30582,45866,20081204
42471,27798,20081029
61588,27798,20081027
42548,28874,20081203
27798,27798,20090213
47939,39240,20081028
42292,27798,20081216
42548,27798,20081130
39241,27798,20090120
42548,27798,20081119
35891,39240,20090310
27798,32048,20081121
27818,41911,20090309
42548,27798,20081111
28852,40682,20081105
42548,36509,20090218
60472,40530,20081026
24316,39240,20081219
38341,27798,20090413
42548,27798,20090122
28854,39240,20081218
41178,27798,20081212
34425,27798,20081114
42548,28874,20081205
42548,27798,20081216
38341,24316,20081121
32185,27798,20090220
30622,27798,20081106
34076,33529,20090315
33529,33511,20090322
33362,33529,20090311
4008,34449,20090419
33527,35727,20090219
33364,35727,20090306
33525,33524,20090406
34108,33390,20090314
33525,34109,20090220
33527,35727,20090216
33362,33362,20090423
36275,34448,20090303
35725,35725,20090404
20438,33514,20090405
34076,34076,20090315
33361,35727,20090324
35727,35727,20090411
34108,35727,20090408
35130,33529,20090302
33363,34179,20090302
33528,35728,20090407
33511,33510,20090221
34076,34077,20090305
34111,35727,20090413
33362,34437,20090307
33364,33514,20090220
33362,32419,20090313
34076,34076,20090304
33527,35727,20090223
33364,35728,20090409
33361,35727,20090309
33362,35727,20090311
33360,25996,20090317
17946,18111,20090426
34076,34076,20090206
36464,34257,20090321
33364,33512,20090410
33363,35727,20090318
33528,35727,20090225
33362,35727,20090306
33160,33527,20090207
33362,35727,20090310
34448,33512,20090214
19960,33527,20090426
36230,35727,20090312
34110,35727,20090320
34076,33837,20090412
33455,34448,20090223
34112,35727,20090318
33525,34293,20090208
36464,35727,20090417
33526,35727,20090221
31843,29135,20071220
31843,28589,20071206
31843,25341,20071124
29134,28448,20071120
29134,31843,20071122
32776,31843,20071123
29662,29135,20071224
31843,32386,20071211
31843,29135,20071129
32776,31843,20071129
31843,31981,20071209
32776,31843,20071112
33119,31843,20071128
30083,31843,20080110
32776,31843,20071220
32776,31843,20071114
31843,41387,20071208
31843,29228,20071126
29134,31843,20080103
32968,31843,20071211
29662,29135,20070814
28448,29135,20071230
29662,29228,20080108
31843,29228,20071122
30083,31843,20070809
31842,31843,20071109
32776,27857,20080111
32776,29662,20071205
31843,32450,20071123
31843,32776,20071207
32106,31843,20071224
29662,29662,20071119
32993,31843,20071212
29030,70143,20071214
29134,31843,20071115
29134,31843,20071130
32433,31843,20071229
29228,32554,20080110
31843,29135,20071221
32992,31843,20080107
31843,31367,20071121
31843,29135,20071130
29134,31843,20071206
31843,29134,20071128
29662,29662,20080111
31843,33199,20071222
33022,29662,20071210
31022,32431,20071209
32433,25995,20071109
31843,29228,20071226
29134,31843,20071207
32776,29135,20071204
29228,29662,20080104
29662,31806,20071225
31841,32344,20071112
31843,29135,20071123
33107,31843,20080106
32433,31843,20071122
28874,30558,20081028
28852,33191,20081208
31860,29399,20090228
32014,29791,20090302
27798,27798,20081023
32004,29791,20090303
26079,25134,20081120
29791,32004,20090228
27798,33087,20081027
29791,31859,20090303
26262,25918,20081203
30624,33193,20081210
31015,31061,20081020
30451,27819,20081105
29399,32004,20090304
32751,32777,20081020
28383,32720,20081203
70905,32776,20070518
45558,33158,20080418
66210,66210,20080830
32776,31281,20080623
70905,67433,20070520
69611,32776,20080701
61379,32776,20080528
65920,58842,20080906
70904,32776,20080504
71242,32776,20080525
70905,32776,20080717
70905,32776,20080512
70905,29137,20080424
