source,dest,time
29135,57515,20100414
57513,48131,20111017
57514,48131,20111020
60552,59164,20090601
57886,57514,20100725
53823,48131,20111028
57386,60553,20091031
59164,60103,20080604
58053,53761,20110427
57411,59164,20081204
56500,57514,20120307
60553,29135,20081001
57513,58067,20101006
60553,62710,20090303
53761,55896,20110629
58814,57898,20091007
56711,57514,20120126
57515,53761,20101015
59164,60103,20090113
57515,58578,20100629
58065,57514,20120407
55821,57515,20101116
53761,57514,20100112
58579,60553,20090917
60552,58366,20080513
60103,59164,20080922
58066,53761,20100411
56500,57514,20101215
60103,59164,20090219
48131,57515,20111024
57815,57515,20111022
51706,60553,20080812
59164,60553,20080610
53761,57514,20110525
57946,58099,20091219
53761,57514,20110602
56500,56500,20110221
60103,59164,20080702
55821,57514,20100427
58067,53761,20100124
60103,59164,20090217
58067,59474,20120414
57078,57514,20091112
56500,57515,20110509
60103,59164,20090622
59164,60103,20080924
29135,57514,20100411
60103,59164,20090612
57512,57510,20120205
28045,29135,20080712
56713,48131,20110831
57515,57515,20101101
60552,59164,20090414
58364,60553,20080512
48132,57514,20111019
56500,57514,20100104
58067,57515,20100213
59164,60103,20090512
57419,60553,20090923
32204,57515,20100618
60104,60553,20091017
58067,53761,20100617
57340,60553,20091031
56500,57514,20120314
56500,57514,20110614
29636,25994,20080614
58067,53761,20120222
57886,57279,20120401
60103,59164,20081023
53761,57514,20100428
26456,59344,20120518
58065,56500,20110130
58067,53761,20100117
58067,53761,20101019
45339,60553,20090624
57419,59164,20090407
56500,57514,20120105
55821,57514,20110124
60103,58842,20080510
58574,57514,20100628
56500,57514,20120120
57811,57514,20120127
58182,60553,20090916
63322,35821,20081125
56502,58066,20110317
60489,60553,20081029
58067,57078,20100623
35821,29135,20080705
32775,29134,20080815
57745,60103,20091025
56500,57514,20120614
53761,57514,20110517
26004,57515,20111216
58065,57515,20110911
57515,53761,20120111
58067,57515,20120128
59164,60103,20080714
58066,58067,20110910
53761,57514,20110402
57514,53761,20100829
56500,57514,20110127
59164,60103,20090218
45799,41970,20080523
57515,53761,20100808
56243,57515,20110831
60103,59164,20080721
56502,57514,20111229
55720,57512,20091204
51022,60553,20080923
58067,53761,20110324
48131,57514,20110905
58066,53761,20120409
58065,53761,20100902
58068,53761,20101208
53326,32048,20070728
26007,29135,20080524
60553,60553,20080823
60103,59164,20080523
62368,59885,20090227
58067,53761,20100328
58067,53761,20110628
57515,53761,20110104
58067,57515,20111016
56500,57514,20100114
62927,60553,20090225
48133,57514,20110909
58065,53761,20110810
60103,57184,20090911
57078,57514,20091118
58065,57515,20120211
57515,53761,20111216
57512,53992,20091202
58348,54134,20100221
50459,60553,20081110
55558,57514,20110121
60552,59164,20090223
55411,57514,20101229
56500,58072,20100106
57514,57514,20111215
57339,59164,20090220
57385,58371,20080620
57515,53761,20100627
56422,58067,20110426
33196,29135,20080722
29135,60103,20081001
57515,53761,20100701
60103,60553,20090214
29135,35821,20080713
58067,57514,20110913
58067,57514,20110219
55821,57515,20120129
58067,53761,20101021
60591,57185,20090908
29135,60553,20080524
60552,59164,20090521
36354,57515,20100709
59164,60553,20080819
53761,57514,20120210
53993,57514,20091222
48135,57514,20110923
58066,60014,20110508
58067,56500,20110309
57815,53761,20100329
58067,56375,20110802
53985,57514,20091201
58066,53761,20100107
57835,57515,20100717
35821,36273,20080831
57839,53761,20120229
60553,59164,20080905
33385,57515,20101231
57514,57514,20120525
57344,57514,20101011
57514,53761,20110130
59164,60103,20090410
60103,59164,20081118
58817,59070,20091107
57057,57514,20111013
57811,56500,20110417
53761,58072,20120215
60553,60553,20080920
56500,57515,20100705
57512,53987,20091209
58067,59351,20120617
58068,57515,20120519
58306,53761,20120313
60103,59164,20090525
58606,57515,20101022
60552,59164,20090515
58067,57280,20110615
60103,59164,20090316
32433,57514,20100507
34935,60553,20090615
58844,60244,20100625
36400,29135,20080903
56500,58067,20110302
55410,57514,20100429
55415,57514,20110104
53992,57857,20091109
57986,57515,20100121
58066,53761,20120302
57515,56500,20110316
62709,60553,20090311
59164,60553,20080429
57886,57514,20100217
55821,57513,20120406
59164,59164,20080526
32992,29134,20080718
46502,57515,20110318
55410,60873,20101121
58652,60553,20091015
57515,48131,20111013
58067,53761,20120210
60553,60103,20090208
58076,57514,20100820
57512,53838,20091229
60103,29135,20080622
58066,53761,20100406
58066,48131,20111118
48132,57515,20111109
29135,60553,20090306
58068,53761,20110719
56500,57514,20110530
57507,33942,20110409
42929,57514,20110511
53761,57513,20101122
59164,60103,20090108
60552,59164,20090324
60552,62710,20090312
56500,57514,20101117
57886,53761,20110321
58065,56500,20120522
57514,60553,20090721
60103,60553,20090818
58814,60553,20090805
57515,53761,20100812
48132,57514,20110926
60553,60103,20091008
32721,57515,20100517
58132,57514,20110327
58363,60553,20080514
57515,53761,20100707
57811,60005,20110723
56500,57515,20120203
57514,56243,20100112
58844,60553,20090630
56500,57515,20101221
26488,57514,20110428
57515,53761,20110317
59135,59164,20090106
60553,60553,20091006
56500,57514,20110330
58067,57514,20100520
57513,57514,20111029
62711,60553,20090309
60104,60553,20090111
58073,56500,20120217
58066,53761,20100413
55411,57515,20100111
56500,57512,20120608
53761,57515,20100512
58744,57515,20110616
60553,60553,20080930
57099,57514,20091117
29135,57514,20091231
58814,60553,20090806
59164,60553,20080905
60103,29135,20081205
57513,54382,20091111
29135,35821,20080711
53761,57515,20100819
60043,60553,20090822
58114,56500,20110428
59164,60103,20090515
29135,26007,20080517
57427,60553,20091012
54134,57514,20100222
57515,53761,20101124
58182,60553,20091105
58815,60553,20090808
60486,55097,20090210
60103,50391,20080717
32038,60553,20080808
58067,53761,20110314
56423,57514,20110617
32433,60553,20090313
53761,53761,20110330
58066,56500,20120326
26059,60553,20090528
57386,59164,20081031
60283,58367,20080421
60103,60553,20081103
58067,57811,20120123
57339,59164,20090213
59140,60103,20090612
51266,60103,20090416
58814,60553,20090705
58575,57514,20101009
60103,59164,20080722
57512,54382,20091212
57892,53761,20120201
60581,62710,20090225
57811,53761,20100401
53761,58868,20100609
59164,60103,20080709
32721,34422,20081028
57514,53761,20101213
57515,53761,20110220
58067,53761,20100505
58067,53761,20100823
48132,57514,20111116
54134,44015,20100226
29135,60103,20090605
55409,57514,20111230
60103,59164,20090211
58067,57514,20100419
56500,57514,20120319
56500,57514,20100510
58067,53761,20100110
32777,60553,20090107
60104,62710,20090224
58067,57515,20110514
57339,59164,20090531
49493,57515,20120220
60553,35821,20080927
57514,53761,20110731
60553,60553,20090308
55410,57514,20120328
58067,53761,20100415
58066,57515,20110709
53992,57512,20091130
56500,57515,20100706
40032,40647,20080606
48132,57515,20110928
57386,59164,20090402
57514,53761,20101012
57515,53761,20100726
59164,60103,20090408
57515,59164,20101201
45338,50516,20080605
57427,60553,20091026
58068,48131,20110920
60103,60553,20081115
55416,57514,20120131
58067,57279,20110622
57515,57515,20091227
56500,57514,20110526
60391,57514,20120124
58765,60103,20090915
58067,57514,20110604
56500,57515,20100118
59164,60103,20080618
57515,53761,20100708
57515,48131,20110927
55411,57515,20100412
60103,59164,20090629
58067,54134,20100210
60552,59137,20090101
57340,58020,20090923
57515,53761,20100718
57988,53761,20110330
60103,62710,20090306
61463,59164,20081205
57515,57279,20120410
59164,60553,20080707
62709,29135,20090306
48132,57513,20111020
59164,60553,20080710
59164,60553,20090326
60103,60553,20080820
60103,58020,20091102
55821,57514,20110722
57078,57514,20091126
58067,53761,20110425
56500,58065,20110331
60046,60553,20081006
60103,60103,20090115
57515,53761,20100809
58067,53761,20111228
60103,59164,20080606
57514,53761,20110107
57514,53761,20120611
57268,70172,20110812
60553,59164,20080602
58643,60103,20090402
57386,59164,20090514
29135,60553,20080622
56500,57514,20110812
58360,60103,20080515
57513,56713,20091220
57514,57515,20100605
60103,62710,20090309
60103,60103,20090801
56501,57513,20120112
36427,29135,20080723
54810,60553,20090816
59164,60553,20090518
32433,57515,20100506
60553,59164,20080604
26454,57515,20120113
40072,60553,20081121
55821,57514,20120409
58067,57514,20120202
60103,60553,20090910
56374,57514,20120410
52787,52787,20090810
55413,57515,20120130
60552,59164,20081030
29134,57514,20100401
58631,59354,20110120
59164,60553,20081013
60103,59164,20081119
53761,57515,20100719
57515,53761,20110111
57840,57514,20100702
60103,58020,20091027
57386,60553,20080911
60103,60103,20090731
59164,60553,20090603
58067,57514,20110101
58067,58254,20110807
56500,57514,20101228
58067,57515,20100207
57515,53761,20100720
57840,57514,20100410
60553,29135,20090712
60553,60103,20090307
58066,53761,20100414
58814,64774,20090103
57338,62710,20090311
60553,58020,20091106
32777,60103,20080826
56712,48131,20111123
56421,57515,20120302
57514,57515,20100531
58067,53761,20101216
59164,60103,20080716
54134,57514,20100212
57835,57515,20101016
29134,60553,20081021
59164,60553,20081024
58105,64174,20080510
59140,60553,20080725
57812,56373,20120412
53761,57514,20110106
56500,57514,20100127
59164,59164,20080710
54135,57514,20100203
58065,53761,20110710
29135,29137,20080628
57513,58099,20100405
25366,27185,20110531
58065,53761,20110302
60103,58797,20081010
57386,59164,20081113
57411,59164,20090212
60103,59164,20080619
29134,35821,20080627
53761,57514,20100722
55414,58067,20100524
46070,57514,20100624
58814,50673,20090401
60553,60553,20080901
58068,57515,20110203
58067,56501,20100128
58067,57514,20120224
29134,57514,20100520
60103,59164,20080819
60046,35821,20090117
58067,53761,20100905
58067,57280,20120413
58067,53761,20120228
60103,59164,20080814
57514,53761,20110425
57515,53761,20120120
59164,60103,20080605
59164,60103,20090320
56500,57514,20100723
58067,53761,20110707
29135,35821,20081127
59164,59164,20080701
57988,53761,20110421
58067,53761,20101121
57513,53992,20091213
58537,60553,20090909
60553,59164,20080724
57405,60553,20091106
59164,60553,20080520
60103,60103,20090411
58066,57514,20101114
59164,60103,20090625
60104,60103,20091011
59164,60553,20080702
60103,60103,20081108
57339,59164,20081008
53761,57514,20120322
53761,57514,20100511
35781,29135,20090118
57513,57279,20110621
60552,60103,20081204
33107,60553,20090628
62711,60553,20090312
58065,53761,20120524
58067,56500,20110420
58020,60103,20090921
60581,60553,20090719
58067,53761,20100120
29134,60553,20080815
58066,53761,20100126
57886,53761,20110329
57991,26490,20110703
29135,60553,20080723
54134,57514,20100223
57514,53761,20100704
60553,60103,20090708
57515,53761,20101116
58067,53761,20120502
58066,57515,20091120
57427,57514,20101012
56500,57514,20101118
58067,53761,20100524
32776,57515,20100730
58065,57515,20101212
53761,57514,20110117
36235,57515,20110427
56962,57514,20100116
53761,57514,20100729
57515,53761,20100729
57515,53761,20100719
57885,53761,20110315
58066,56500,20100516
56502,57514,20100830
58693,57515,20120405
58693,57515,20110613
56712,57514,20091124
61054,58538,20090909
57515,53761,20100603
54134,57514,20100210
60552,62710,20090227
58067,53761,20110714
57514,57514,20100417
50463,60553,20080814
59164,60553,20080721
57513,57514,20100529
58166,60103,20090925
55413,57515,20101015
60553,60103,20090314
58577,60553,20091027
59164,60553,20080922
60103,58814,20090628
56243,57514,20110706
57515,53761,20120613
62896,60553,20090919
58569,57514,20100602
58067,53761,20100815
59164,60553,20080703
60552,60103,20090404
57515,53761,20110123
58066,53761,20120521
60103,57184,20090907
57894,57515,20110716
32433,57515,20100402
60103,60553,20090527
29137,29135,20080628
60103,59164,20080805
32433,60553,20090328
37574,57515,20110421
58182,60553,20091029
58067,53761,20100527
60552,59164,20090112
57513,53521,20091123
59164,60553,20090109
58652,60553,20091010
36004,31983,20090101
48131,57515,20111110
53761,57858,20110411
58067,53761,20110602
59164,60553,20090601
55821,57515,20100823
60103,59164,20080903
60103,60553,20090820
57513,48131,20111012
59164,60103,20090403
47940,57514,20110610
60553,60103,20090917
58367,60553,20080516
60553,29135,20081018
26489,57514,20110410
59164,59164,20081121
57277,57514,20110311
56500,57514,20100113
48133,57514,20111121
58067,56500,20110517
60103,59164,20090326
60103,59164,20080811
56500,57514,20120613
58067,57515,20100211
29135,60553,20081018
59137,59164,20090101
59164,60553,20090623
60553,60103,20090531
53761,57514,20120104
56500,57515,20110314
57835,57515,20101204
59164,60103,20081117
59164,60553,20080617
60553,59164,20080607
59164,60103,20080728
58066,53761,20100121
54134,57514,20100208
55918,57514,20100107
26455,57514,20120615
60103,59164,20090319
26004,57515,20110506
54134,57514,20100205
57513,53992,20091126
60553,58366,20080516
60552,59164,20090323
48131,57514,20110927
57859,53761,20120129
58067,53761,20100824
60103,60553,20090829
55454,57515,20091217
60103,59164,20080728
57515,53761,20101022
56500,57515,20100603
60552,59164,20090618
57886,57514,20120308
58814,60553,20090717
53761,57515,20100330
57513,29135,20100411
59164,60103,20090323
57840,56500,20100112
55409,57514,20101129
29135,35821,20080718
57513,48131,20110807
55821,57514,20120313
57184,60553,20090908
60025,60103,20091101
56500,57515,20100122
35821,36424,20080714
56500,57513,20110119
58067,53761,20100301
57515,48131,20110809
59164,59164,20090413
58814,60553,20091004
58814,60553,20081122
60552,29135,20090328
57514,53761,20100713
59164,60553,20090327
48133,57514,20110907
57513,56368,20091208
57514,53761,20100909
55821,56243,20110704
60103,59164,20080530
58066,53761,20101129
58053,57278,20120130
57427,60553,20090922
58368,60553,20080418
26004,57514,20110715
57514,53761,20100519
57515,57840,20120121
58067,53761,20120306
57513,60014,20100522
58065,53761,20110705
29134,60553,20090412
58140,57514,20111119
57513,57515,20110522
57514,53761,20110704
57513,53521,20091206
70008,57514,20110829
60553,60553,20090714
57839,53761,20120328
32722,29135,20100407
64793,29134,20090313
57815,53761,20101222
59164,60553,20081120
58067,57514,20110521
60103,35821,20080907
57988,53761,20110329
56856,60103,20091022
25365,57515,20110422
56500,57515,20101202
60104,58578,20090923
58067,53761,20100810
60103,50462,20081019
32721,57515,20100115
56500,57514,20110316
60553,58020,20091012
57514,53761,20101125
57531,57515,20120303
55821,57514,20110714
59880,57514,20120103
60263,60553,20090317
54134,57514,20100301
26454,57515,20110603
58815,60553,20090926
60553,58020,20091103
56502,57515,20101230
57514,58578,20100711
60553,60103,20090713
60103,58539,20090623
58814,60103,20090329
53761,57514,20100816
48131,57514,20111010
60103,59164,20080610
57839,53761,20100420
53761,57515,20100504
48131,57515,20111014
58936,59472,20100223
58578,57515,20101018
57850,53761,20120227
60103,59164,20080625
55558,57515,20120321
57515,57280,20110619
29135,35821,20080719
57515,53761,20110613
54134,57514,20100204
59164,60553,20090610
53761,57514,20101123
26004,57515,20110419
57812,57514,20111228
60103,60103,20081002
57836,53761,20110406
58650,57515,20120411
58067,53823,20110712
60553,60103,20090604
58067,57515,20100216
57886,53761,20100120
58067,53761,20100511
58574,57514,20101021
53990,57514,20091214
58067,56500,20120118
60103,60103,20090716
60103,60553,20090227
57416,60553,20090310
60553,62710,20090305
53761,58660,20101209
55821,57514,20100622
60103,62709,20090226
58067,53761,20120607
60104,60553,20090318
60552,59164,20090109
60103,60103,20081023
54134,57514,20100220
60103,59164,20080826
60553,60103,20090627
60103,59164,20081106
60103,60553,20090321
56500,57514,20110321
26486,57514,20111118
60046,60553,20080601
53761,57514,20120118
60553,60553,20081005
53834,57514,20091119
57386,59164,20090526
58067,53761,20100526
58068,53761,20110303
55414,57515,20100824
60103,58366,20080514
57386,59164,20080812
59164,60103,20081020
60103,62710,20090310
32433,60553,20081128
60103,58814,20080926
60553,59164,20080521
56420,57515,20120214
58067,53761,20120406
60103,59164,20080817
57511,53982,20091130
57851,57514,20120101
60553,60553,20080831
57515,53761,20101207
35856,60553,20090319
56501,57515,20120316
51264,60103,20080908
60103,29135,20081020
58066,53761,20110524
60554,62710,20090313
59164,60553,20090219
25991,32208,20111111
58577,57514,20091211
58066,53761,20110608
58067,53761,20100509
55413,57515,20100825
60553,60103,20090823
57888,53761,20120320
60103,60553,20080817
58066,57514,20110510
60553,29135,20090528
58844,60103,20090513
58066,57540,20100427
57746,56249,20120102
60553,58020,20091105
48132,57514,20111011
59164,60553,20090211
60581,59164,20080815
60103,59164,20080611
58067,57279,20110616
60103,59164,20081112
57839,57514,20100421
58067,53761,20100819
53761,57514,20110412
60103,60103,20090902
53761,57515,20110118
59164,60103,20090629
59164,60103,20080708
58067,53761,20100118
53820,48131,20110918
58067,57514,20110220
58067,53761,20100126
58066,57515,20110129
56243,57514,20101217
57514,58578,20100906
58067,53761,20110717
53761,57515,20100629
60103,29134,20080820
59164,58814,20081118
57514,53761,20101203
58067,53761,20100503
40647,60103,20090415
57515,53761,20110516
58067,53761,20110324
56923,60553,20090907
60103,60103,20090819
58065,53761,20100518
59164,60553,20080611
29525,30741,20080524
53761,57514,20120222
58067,53761,20100803
60103,60553,20090711
60103,58020,20090924
35821,29135,20081128
60489,60553,20081010
60553,59164,20080828
57514,53761,20101227
60552,59164,20090331
29629,32130,20080614
56500,57514,20111117
26007,29135,20080628
58066,53761,20120606
33504,29134,20090220
58067,57514,20100125
58066,53761,20110519
60553,60553,20090726
57515,53761,20110711
60103,58578,20090916
58652,58814,20091104
57385,59164,20080708
55821,57513,20110315
60553,60553,20080925
57419,59164,20090610
58367,58367,20080513
49229,58067,20100604
57514,58841,20120212
56500,57514,20111123
53761,57514,20110105
57515,53761,20100628
48131,57514,20111009
60103,29135,20081102
53761,57514,20101206
29135,58815,20081025
35821,36424,20080723
59164,60553,20090401
60553,59135,20080527
58816,60553,20090621
58067,48131,20110914
58065,57341,20120114
66837,29135,20080530
56500,57514,20120109
60552,59164,20090416
54135,57514,20100202
57512,57515,20110619
58814,60103,20090807
60552,59164,20080617
57515,53761,20120104
53761,57514,20100701
60104,60553,20091002
57513,56369,20091216
29135,35821,20080724
57419,59164,20080709
53833,57514,20091221
56500,58140,20111108
56243,57514,20100810
58067,53761,20120110
54817,60553,20090930
59164,60103,20090526
57515,53761,20101123
57515,53761,20100817
57041,57515,20110204
60103,29135,20080713
58067,53761,20111231
58814,60103,20080916
58065,59349,20120505
58067,57515,20101023
57515,53761,20110428
58066,53761,20110728
59164,60103,20080519
55821,57514,20110407
55918,57514,20120301
60553,29135,20090524
59164,60553,20091016
57514,48131,20110830
60103,59164,20080715
60104,60103,20090722
56500,57514,20110713
56713,57513,20091209
57513,56369,20091214
57515,53761,20100612
59164,60553,20080527
57514,57514,20120225
53761,58065,20120206
60553,60553,20090830
60103,29135,20090613
29523,36273,20080910
56500,57514,20110726
50393,60553,20090814
57515,53761,20120221
60103,59164,20080626
32721,60553,20080705
57385,59164,20080703
58067,53761,20100425
57514,53761,20110106
56500,57515,20111227
59164,60553,20081014
60552,59164,20081201
40267,57514,20110224
57513,57515,20110123
29136,57515,20100108
60552,58020,20090920
60104,60103,20090809
56500,57514,20110630
60103,29135,20080831
57513,53521,20091125
29135,35821,20080613
29137,57515,20100124
59164,60103,20080818
48133,57515,20110902
57514,57515,20100508
58067,53761,20120224
57515,53761,20101230
45852,57514,20100909
60553,60553,20080405
36415,57514,20110122
60553,60553,20090523
58368,58367,20080515
60103,59164,20080925
60553,60103,20090723
58816,59164,20090602
57811,53761,20110510
58067,53761,20111230
59164,60103,20080521
57515,53761,20110620
55821,57515,20100329
58066,57515,20100726
58067,53761,20120220
53761,57515,20100513
32038,35821,20081102
48131,57514,20111012
58814,57184,20090907
57513,71353,20110930
60553,60103,20090720
60553,60553,20090322
60103,60553,20080915
53761,57514,20110516
55821,57515,20110413
53761,57514,20100413
29638,29135,20080914
55409,57515,20100126
58099,57514,20100218
58066,57514,20100404
62437,60103,20091005
59140,60553,20081108
58814,29135,20090628
22315,58829,20080608
64290,71446,20100827
55415,57514,20110329
59316,57514,20100904
62711,60553,20090303
48134,57514,20110906
58065,56500,20110607
25970,57515,20110503
57513,53982,20091108
53761,57514,20101115
56500,57515,20110131
58067,53761,20110725
53761,57514,20100105
55821,57515,20101020
58102,57515,20120404
57515,53761,20101115
58067,57514,20100724
60553,60553,20090611
53761,57515,20110520
57514,53761,20101013
55409,57514,20101008
57514,57515,20101205
59164,60553,20080526
64174,60103,20080510
58066,53761,20120223
58067,53761,20120608
58844,60553,20090407
26007,26007,20080712
48131,57514,20110908
53761,57515,20120329
29135,60103,20080712
56500,57515,20101027
58067,53761,20100610
57514,53761,20101026
50986,57512,20110708
59350,57515,20120402
29135,60103,20080530
57515,48131,20110906
57514,53761,20110724
32776,35821,20080903
58067,53761,20100623
32776,57515,20100416
57268,48131,20110829
57514,53761,20101229
57515,53761,20110623
58073,53761,20110407
60552,59164,20081028
60553,60553,20090715
58814,64774,20090101
60553,60103,20090417
56713,57515,20100509
58067,54787,20110806
58067,57515,20100405
58113,53761,20120203
53761,46071,20100805
57515,53761,20120215
58583,60013,20110408
33812,57514,20110621
58020,57514,20110110
58066,53761,20120504
56500,57514,20100519
57507,58150,20091115
58073,53761,20100412
57512,53521,20091118
58067,53761,20120316
57424,57540,20091009
60103,58020,20090922
59164,60553,20081030
60104,59164,20090209
58066,53761,20101008
58293,57514,20110622
58814,21496,20080608
57514,53761,20100722
57416,60553,20090302
57339,59164,20080821
59164,60103,20090104
53761,59050,20101125
54818,60553,20091013
59164,60553,20090331
29953,29628,20080614
60553,35821,20080430
58065,57514,20110910
69917,57859,20101113
57514,58840,20110804
60553,60103,20090617
57514,53761,20110327
55821,57514,20100901
58066,56500,20120112
57811,53761,20120321
50674,60553,20081031
51810,60103,20080625
56500,57514,20120119
60552,59164,20081014
60553,60553,20081012
60553,60553,20090802
40431,57514,20101004
48132,58137,20110919
58067,53761,20100127
58067,57515,20091212
56500,57514,20101207
58686,58754,20110311
53992,57514,20091213
48132,57514,20110915
60103,59140,20080922
55173,56710,20091216
60103,58020,20091029
58065,56500,20110609
60553,58102,20080615
59164,60553,20080827
60553,60103,20090509
57514,53761,20101221
59164,60553,20090414
53761,57514,20101220
60103,58367,20080417
48132,57514,20111027
60103,60553,20090906
60103,60553,20080824
58067,18533,20100825
57838,57514,20110618
58722,58643,20100820
57386,59164,20081203
58066,53761,20110513
58065,53761,20110413
57514,53761,20101118
57515,56502,20100721
57515,57514,20110731
58364,57513,20101126
60104,60553,20081016
56500,57514,20110718
57515,53761,20110411
60103,60103,20080623
70123,57514,20120516
57515,55082,20110605
60249,58364,20080418
60591,44021,20090709
57514,53761,20100705
35821,60103,20070722
58066,53761,20100525
28050,29135,20070818
29136,28051,20070818
31935,30653,20080715
29876,30652,20080909
31141,58041,20080511
30529,31855,20081011
31306,41178,20080619
30464,30465,20080925
30322,29876,20080908
29930,30373,20080915
30900,30652,20081006
30653,36273,20080906
29135,29134,20080605
36426,31307,20080621
31615,28345,20080917
30652,30653,20080510
32038,32038,20080605
31141,33528,20080702
31146,31306,20081012
32776,29135,20080622
29135,31849,20080703
31935,29876,20080912
31614,31184,20080913
30652,33363,20080703
31114,31140,20080914
31183,31185,20080512
31272,31185,20080916
29135,31186,20080523
31891,44103,20080820
32804,44326,20080718
31625,31183,20081008
29256,31306,20080920
31625,31829,20080824
31935,31309,20080607
30140,29876,20080923
29135,31308,20080531
32554,51214,20080621
31015,30877,20080926
31935,40955,20080719
30877,28851,20071006
28852,28851,20071008
28852,29138,20071006
32433,29630,20071002
28049,28851,20071009
33185,29135,20070723
33389,29134,20070724
36106,37072,20070722
33180,29135,20070729
27796,33238,20070727
33223,33157,20070727
29136,33238,20070723
26008,33238,20070726
44334,44643,20081120
28790,44643,20081111
57397,44643,20081123
45646,47275,20081112
44005,38066,20081204
46324,60487,20081113
51971,44643,20081121
42435,44643,20081109
46324,47273,20081211
44001,44644,20081119
44008,44643,20081119
44643,53279,20081123
40737,44643,20081208
41654,43991,20081207
54746,54830,20081208
47751,53279,20081120
44644,46200,20081121
53326,44643,20081210
44391,38049,20081203
45252,41828,20081205
40847,41244,20081118
36272,35609,20081111
42775,43153,20081213
46558,44643,20081112
40725,44643,20081206
46409,44002,20081113
48564,53178,20081123
46200,56953,20081121
41656,44643,20081107
32689,32689,20081111
46324,43295,20081208
44333,56935,20081115
55582,55803,20081120
42435,44643,20081109
44005,40725,20081206
47752,47276,20081122
36004,34479,20081111
42437,44643,20081210
47671,34205,20081121
54224,55803,20081112
28808,44002,20081204
40814,44643,20081205
44643,44643,20081207
44663,44643,20081117
46559,44643,20081211
46326,45251,20081116
45251,44643,20081205
44334,47276,20081120
53945,55673,20081123
44010,44643,20081209
51237,50594,20081210
40737,44643,20081122
47671,44555,20081113
45869,36422,20081122
56222,44643,20081214
49828,53323,20081210
45965,45962,20081116
47923,47275,20081111
44643,42479,20081110
22546,30720,20081211
44644,44643,20081120
38049,44643,20081203
42437,44643,20081202
57454,54745,20081208
36274,34534,20081204
44644,40176,20081205
44643,44643,20081209
44649,42319,20081110
47696,47693,20081111
44643,44643,20081209
44647,44643,20081115
44339,59501,20081117
44003,46381,20081108
44007,44005,20081119
44643,43991,20081210
32433,44250,20100610
32789,44504,20100529
29140,44250,20100525
55108,36612,20100605
32433,37908,20100601
45077,44250,20100606
37259,44250,20100531
45076,57277,20100529
45061,29135,20100612
37972,44250,20100616
42816,29135,20100525
37955,72826,20100616
46211,29135,20100527
45061,29135,20100528
42816,29135,20100601
28852,33191,20081208
26105,33191,20081218
26262,25918,20081203
30624,33193,20081210
28383,32720,20081203
31113,14995,20080510
30917,30584,20080527
31113,30918,20080506
30962,28614,20080627
30918,30966,20080430
31112,30411,20080505
34438,27798,20090326
36239,34441,20090109
36988,37049,20081205
25883,34440,20090112
35998,34440,20090624
25879,28047,20090116
36323,34440,20081206
30260,25883,20090112
27798,31015,20090225
34438,34440,20090613
33012,33770,20081206
34438,28874,20090406
35866,34440,20090316
36520,34440,20081120
30877,34440,20090610
34439,27798,20081103
34443,27798,20090319
32648,27798,20081030
31013,34440,20081031
34440,32587,20081212
35866,34439,20090318
34438,34439,20090615
33005,34440,20081102
34441,9702,20081216
27818,34438,20090326
34674,34674,20090211
34438,34440,20090121
36181,34441,20090630
34440,37612,20090112
34443,34439,20090309
34438,34440,20090614
25883,34440,20090120
33214,34440,20081117
32182,34440,20090604
34444,34440,20090221
34440,34440,20081106
31014,34440,20090407
34440,32996,20090223
33543,34440,20090315
34438,34438,20090601
31559,34440,20090321
35046,35302,20090322
27798,34440,20090621
32592,34440,20090413
34439,33005,20090517
30622,34440,20090115
34438,34440,20090610
34440,34440,20081213
31015,34440,20081111
27587,34440,20090112
28852,34440,20090216
28320,27587,20090112
28854,34440,20090305
34443,34440,20090331
34440,34440,20081102
34440,34440,20081110
36182,31999,20090201
32647,34440,20081228
31951,28874,20081111
31015,33276,20081208
35784,12979,20081215
34440,30622,20090209
34440,34440,20081116
35830,34440,20090222
35866,34440,20090420
34440,27798,20090115
36868,27225,20081202
35906,34438,20090319
34440,27818,20090215
34440,27798,20090513
32728,34440,20090201
34440,34440,20090515
36182,36296,20090110
37064,32716,20090210
28874,34439,20090313
32694,34440,20081101
31559,34440,20081214
35998,34439,20090311
32647,34440,20090330
37284,34440,20090108
34440,25879,20090116
27798,34440,20090628
31559,34440,20081217
34440,34440,20081108
32647,27225,20081226
31013,34441,20081107
34440,27798,20090225
31946,27798,20081107
35999,34440,20090412
34438,34439,20090401
32587,34440,20090113
34444,34440,20090531
29890,34440,20090513
31935,34440,20090602
32647,25883,20081122
36366,34440,20081212
33963,34440,20081216
36283,32587,20081202
9702,31559,20081217
34441,34440,20081116
28863,27225,20090203
33057,31559,20081214
28855,34440,20090514
28807,23858,20081204
33006,34440,20090314
34438,34440,20090603
35046,34440,20090405
28872,34440,20081210
32852,34440,20081218
32647,34440,20090613
34441,34440,20081213
34440,34440,20081221
34443,34080,20081219
36296,34440,20090110
34438,34440,20081207
34439,34440,20090402
23551,34440,20081122
36867,36377,20081204
31015,34441,20081030
34440,34440,20081030
33773,36377,20081206
34438,34440,20090516
32648,27798,20090609
32647,27798,20090421
32802,34440,20090114
33104,33087,20081228
34438,34440,20090618
32647,34440,20081213
33005,34440,20090517
34438,27798,20081208
34102,34440,20090117
34443,34440,20081107
28848,34440,20090205
30826,34440,20090211
