source,dest,daytime
28879,31649,2012022500
32993,26490,2012021300
33154,26057,2012020100
28777,28778,2012022200
32776,26056,2012021700
25365,33118,2012011212
25365,33287,2012010414
25365,33154,2012010914
26489,33154,2012040913
32992,32992,2012013100
29136,26056,2012010900
29135,26056,2012011100
25363,26056,2012022200
29136,26057,2012011300
28143,26489,2012010702
33016,26057,2012020200
32777,26056,2012022400
32993,26056,2012022300
33016,26056,2012011200
33191,33191,2012021700
32993,26489,2012020800
32992,26056,2012011000
29139,26056,2012010500
32993,26057,2012021903
26056,34077,2012010812
32775,26056,2012030100
29136,26490,2012010802
33087,26057,2012022000
32777,26057,2012031400
32038,26056,2012010600
25365,25365,2012032013
32992,26006,2012030303
32776,26056,2012013100
32433,26056,2012020900
32775,26057,2012022100
33144,26056,2012031123
32775,26490,2012022601
29137,26057,2012041523
28874,30558,2008102809
28852,33191,2008120802
31860,29399,2009022817
32014,29791,2009030216
27798,27798,2008102302
32004,29791,2009030316
26079,25134,2008112009
29791,32004,2009022801
27798,33087,2008102709
29791,31859,2009030300
26262,25918,2008120323
30624,33193,2008121001
31015,31061,2008102009
30451,27819,2008110523
29399,32004,2009030400
32751,32777,2008102009
28383,32720,2008120323
70905,32776,2007051800
45558,33158,2008041800
66210,66210,2008083004
32776,31281,2008062310
70905,67433,2007052003
69611,32776,2008070103
61379,32776,2008052823
65920,58842,2008090609
70904,32776,2008050423
71242,32776,2008052523
70905,32776,2008071706
70905,32776,2008051223
70905,29137,2008042409
69686,32776,2008060422
32776,30084,2008090114
42384,66037,2008083008
70911,32776,2007051500
57508,32776,2007051001
70905,32776,2008071106
66202,66976,2008092400
70904,32776,2008061923
70905,32776,2007051600
61380,32776,2008070907
65608,32776,2008050701
29135,35723,2008052110
28051,32049,2007051808
61380,32776,2008041423
33506,30084,2008081815
32433,32433,2007112812
70905,32775,2008071810
71242,71244,2008071421
32776,29135,2008042810
29134,32721,2008090910
29135,29134,2008042114
29135,30993,2008092008
31989,59521,2007051411
70905,32776,2008070122
70905,32744,2008062423
66211,69394,2008083005
67014,32776,2008050523
70905,32776,2008062601
70905,29134,2007052023
71952,29136,2008042511
31828,32776,2008092007
70867,66022,2008041203
31950,32776,2008092303
29945,29135,2008090302
70905,32776,2008052123
61388,32776,2008062402
70905,32776,2008071607
70375,29946,2007051301
61380,32776,2008070623
70905,32776,2008071310
70858,32776,2008052223
63095,32776,2008070403
70861,69405,2007051901
29944,66041,2007051308
46077,55099,2007051110
27954,30083,2008090915
30083,32433,2008072301
63212,32776,2008092401
69687,32776,2008092702
70374,32776,2008041700
58608,29137,2008041101
29137,30754,2007051012
69394,42390,2008083005
61345,71807,2007051204
28051,29135,2008051605
37341,32776,2008051200
61380,32776,2008070723
69611,32776,2008060123
32776,31281,2008070710
57890,53761,2011072023
56500,57514,2012022918
58842,57513,2008051008
55410,57514,2012030617
59164,60553,2008061210
57515,57514,2012020412
59164,60553,2009051412
58053,53761,2012032209
60103,58020,2009102800
60103,59835,2009082701
58304,53761,2010010623
58700,60553,2009110211
55918,57515,2010120811
59164,58815,2008110511
32433,60553,2008112604
59164,60103,2008060614
58067,53761,2010071423
53992,57514,2009123011
58067,53761,2012021307
60552,59164,2009040300
29134,60553,2008091415
57419,59164,2009081404
59164,60553,2009021010
57514,53761,2010112223
55821,57515,2011072510
60553,60553,2008111603
58067,53761,2010082223
53761,57514,2010081812
58606,57514,2010101408
53761,57514,2012061217
35821,36274,2008090401
58065,53761,2010010523
55821,57514,2011052310
57341,58578,2009092723
58067,53761,2010051223
57078,57514,2009111610
36161,35821,2008063013
60553,60103,2009072705
58067,53761,2010081823
51010,57514,2010081312
56500,57514,2011070509
59164,60103,2009032509
53761,57514,2010081111
57513,53992,2009111223
53992,57514,2009120312
57514,53761,2010101323
58575,57514,2010090214
58067,57514,2010042403
60552,58020,2009102223
25994,57515,2011042012
57744,53761,2011030200
58067,57514,2011020202
55410,57513,2010012809
56500,57515,2010051812
56375,57515,2012041217
57515,53761,2010090723
60103,60553,2008092903
53761,57514,2011071909
57515,53761,2010063023
59164,57515,2009111011
57514,53761,2010102500
60103,58578,2009103000
57893,57514,2009122402
60552,59164,2009061500
60552,59164,2009032000
56502,57514,2010012009
58073,57515,2009120607
32716,60553,2009102813
57513,57545,2010083023
48132,57514,2011092910
60553,60553,2009060610
53761,58068,2010061709
57991,56375,2011071823
29135,35821,2008070414
57514,57514,2010062603
58065,53761,2011122707
57390,58020,2009110400
59164,60553,2009031610
60553,29135,2009051004
59164,60553,2009021710
56500,57514,2012011018
58066,57514,2011080823
57419,59164,2009062500
60553,59164,2008060300
56502,57514,2010072011
58364,60553,2009100802
25992,29953,2008061405
58067,53761,2011022323
60553,29135,2008102502
56500,55409,2012031620
57510,53761,2010051723
57513,57514,2011071223
57271,60553,2009011207
26490,57515,2011051511
29134,60553,2009052410
45621,60046,2008060108
53761,57514,2012032717
60553,60553,2009090502
58067,53761,2010033023
29523,60553,2008061412
58067,53761,2012032908
60581,59164,2008072900
58020,60553,2009103009
59164,59164,2008062400
57824,57280,2011061423
57515,53761,2011040523
58844,60553,2009021610
60046,45625,2008060105
56502,57515,2012032317
56502,57514,2011081109
29524,26007,2008062802
28050,57515,2010033111
53761,56135,2011062710
59164,60103,2008060313
48131,57514,2011100817
29134,29135,2008072410
59164,60553,2008071710
57419,59164,2009051200
60103,58020,2009102023
57515,58073,2010102823
60552,44076,2008090605
56713,57515,2011042404
57185,60103,2009100305
57515,53761,2010042823
60552,60553,2009060706
58067,57514,2009112204
59140,60103,2008120310
34422,36163,2008090800
48133,57514,2011092209
58067,57514,2011022705
57514,53761,2010120923
60553,59164,2008061300
58577,60103,2009092410
58067,53761,2010052323
57184,58067,2009121809
58066,53761,2012033007
59164,60553,2008060210
59164,60103,2008091011
29135,60553,2009022014
64774,60553,2009010308
58067,53761,2012031508
53761,57515,2011032809
59164,60553,2008052913
48132,57514,2011101817
59134,60553,2008071510
60103,59164,2008080400
58067,53761,2011012623
58065,57514,2011050704
54134,58578,2010022109
60103,58020,2009091423
58067,53761,2010051023
60553,29135,2009051601
53992,57514,2009112509
57387,58020,2009101500
60553,60553,2009100106
58065,53761,2011021723
58364,60103,2008051314
58066,29135,2010091201
54909,57515,2010042309
58065,53761,2010010423
32776,57513,2010061010
59164,60103,2009060209
53760,57514,2011072711
48132,57514,2011092109
58067,57514,2009122605
53761,57514,2011031012
57339,59164,2008082523
58066,53761,2012032708
60591,60553,2009040503
53761,57514,2011022310
57515,53761,2011062723
57746,56500,2011011823
58066,53761,2012031408
53761,57514,2011072910
57513,53992,2010010323
58066,57514,2010071003
60553,60553,2008100304
57746,53761,2011050600
60103,58578,2009102123
55409,53761,2010072200
55415,57514,2010101313
57416,60553,2009022610
60103,58020,2009101600
53761,57515,2010052610
29135,60103,2009071208
32433,57514,2011022512
55410,58077,2011021809
60552,59164,2008111700
57991,56500,2011022823
56502,57514,2011011209
57386,59164,2009040900
57512,57184,2009111923
58814,60553,2009081701
56500,57515,2012011117
56243,57514,2011070110
60104,60103,2008102609
59135,60553,2009011611
29638,36424,2008072500
58066,57514,2011090304
60591,59164,2008082023
53761,57515,2010052511
30560,60103,2008061914
58067,57515,2010082201
53761,57511,2010071210
58019,58815,2009102109
58067,57514,2012021912
59164,60553,2009032409
57419,60553,2008082108
57744,53761,2011040200
53761,57514,2012022117
57515,53761,2010072523
56500,57514,2010121610
53761,57514,2011060709
60046,29135,2008112623
55821,57511,2011013010
63163,60553,2009030510
71626,57514,2011122415
58067,53761,2010060923
57514,57514,2011031906
56500,57514,2011012511
57513,57515,2010121106
59896,60990,2011072306
58559,57514,2010072107
58066,56500,2012020608
58816,60103,2008100404
58067,56500,2011012023
64774,60103,2009010204
59164,60103,2009010612
56502,57514,2010080510
59164,60553,2008101510
58324,53761,2010083123
53761,57514,2010071412
57515,53761,2010123000
60103,60553,2009082108
56500,57514,2010080208
58066,53761,2012030907
48131,57514,2011102617
53991,57515,2009122810
59164,60553,2009021311
59164,60103,2009062209
58067,53761,2010102723
58067,57515,2012040311
57840,53761,2010042623
59164,60103,2009061909
60553,60553,2009040602
54814,60103,2009070205
58067,57514,2010062111
57513,48131,2011111008
62437,60103,2008110102
53992,57078,2009121309
59164,60553,2009033010
60553,60553,2008080212
55410,57514,2012022718
57838,53761,2012030108
54813,59889,2009070205
50460,58102,2008061610
57512,57514,2009122723
54481,57514,2011051310
57839,53761,2011031023
57744,53761,2012020208
56243,59092,2010012509
53761,57515,2010030209
57515,53761,2011053023
48132,57514,2011101717
54810,60553,2009081502
57514,56500,2011042000
46064,57514,2010121015
60103,58815,2008060808
56500,57515,2010102810
58065,53761,2011051523
56500,57514,2010090312
60103,59164,2009021600
57514,57514,2010082105
57403,60103,2009110309
60553,57514,2009072100
30738,60553,2008092804
25365,57515,2011102118
57515,53761,2010072723
60552,60553,2009060800
58067,57514,2011032605
53757,57514,2009121511
25365,57514,2011102818
29135,67654,2008053006
57513,53761,2010061623
58078,57514,2010011707
59140,60553,2008111410
26454,57515,2011070310
59164,60553,2008110711
57859,53761,2010051323
29135,60553,2008062812
53992,57515,2009120810
57277,57515,2011061509
58066,53761,2010101723
60104,51233,2009061901
29135,60553,2008082012
29134,60103,2009051607
60046,35821,2008090910
58067,57514,2010032803
58065,53761,2011022223
52243,57515,2010090813
60552,59164,2009010400
57411,60103,2009061812
60103,29135,2008051704
55821,57515,2011072009
32721,57514,2010040712
60103,58020,2009101223
53825,57515,2009121610
58066,53761,2011070323
59164,60553,2008110313
58606,57514,2010091013
60103,60103,2009052200
57515,53761,2010072823
57147,57513,2010083113
57514,53761,2012010507
57515,57515,2010061410
32776,57515,2010041511
57886,53761,2011050900
53761,57514,2011080309
60103,59164,2008052000
58814,60553,2009011008
58065,53761,2011032223
55821,57513,2010070710
29134,29134,2009010108
62886,60103,2009022409
58067,53761,2011041100
56421,57515,2012041320
57513,53761,2011022723
60103,60103,2009062005
60552,59164,2008061600
59164,60103,2008090110
57512,56369,2009122223
35821,35821,2007072105
58815,60553,2009071701
55821,57515,2010112412
55821,57515,2010072812
57514,53761,2012033108
26059,60103,2009062608
56500,57514,2011052710
56500,57514,2012033118
58182,60553,2009102309
58814,60553,2008102200
60103,60553,2009021505
58539,60553,2009091010
58067,53761,2012061207
62156,57514,2009102502
60553,59164,2008082423
55819,57514,2011123118
57570,57514,2011011503
58066,57515,2010041923
60103,60046,2008060104
57419,60553,2008090409
60104,60553,2008101110
60552,59164,2008062700
57513,53521,2009120323
57042,57513,2011080110
60553,35821,2008091307
57514,53761,2011022423
55410,55410,2010042609
60103,53252,2008061810
57279,57515,2011011409
57744,53761,2012061407
59164,58814,2008111210
58066,58578,2010042223
58067,54867,2010071519
48131,57515,2011102517
55821,57514,2012022817
55413,57515,2010061211
57837,53761,2011051123
57514,48131,2011111708
57339,59164,2009031700
58067,53761,2011071323
60104,29135,2009041201
56500,57514,2011062809
56500,57514,2011052409
58182,60103,2009092710
55821,57514,2011080214
29634,60553,2009010113
56714,57514,2009120711
57886,53761,2012021608
56500,57515,2011011110
57514,53761,2011050223
57515,53761,2010080423
29135,35821,2008083109
58816,60103,2008102609
44017,57515,2010022701
57513,54382,2009112223
54130,59375,2010020909
58066,56500,2011052300
57839,56500,2011062623
57426,60553,2009101409
40611,60553,2008060712
53761,57514,2010081211
58067,53761,2010011323
57515,53761,2010100723
57514,53761,2010111423
60103,58020,2009102600
58067,53761,2012032308
60552,59164,2009011600
56500,57514,2010080410
57515,58156,2010090402
60103,60103,2009072501
57515,57514,2010112003
58066,57512,2010071511
59164,60553,2008082509
57946,53761,2011080123
58067,57515,2010022510
60103,59164,2008063000
32433,57514,2010042112
57426,60103,2009092810
57514,57515,2010010104
60553,59164,2008071600
57385,59164,2009060300
59164,60553,2008052811
56702,53761,2011072123
58292,57515,2011062409
55821,57515,2012060520
55821,57514,2010072712
60552,56192,2009091302
57339,59164,2009032700
60553,60103,2008112406
60103,58020,2009091523
35821,29135,2008072004
58067,53761,2011012723
63095,60553,2009030410
58065,53761,2012021407
48132,57514,2011112217
60103,60103,2009061600
60553,60103,2009081106
57389,58020,2009101400
57339,59164,2008111400
59164,58367,2008051200
59164,60553,2008110611
58113,53761,2010033123
55821,57514,2011102318
48537,60553,2008082209
57515,53761,2010111723
59164,60553,2009021212
50961,57514,2011032413
53761,57515,2010080909
59164,60553,2009052510
60553,62710,2009030400
60103,60103,2008112904
55412,57515,2011080413
55821,57514,2010081709
56500,57815,2012030917
58067,57514,2010042923
48131,57514,2011083009
55821,57515,2011060909
32433,35821,2008072213
58067,53761,2010060823
53761,57515,2010052812
28968,57515,2012040117
57570,57570,2010100823
27196,36274,2009010108
57339,58814,2009060901
58815,60553,2008102700
60045,60553,2009102402
35821,18983,2008071202
49335,60103,2008052212
58814,59164,2009021800
53761,57514,2012031517
57385,59164,2008092400
48132,57514,2011090109
58073,57515,2010100709
59164,60553,2008100912
56500,57514,2011060811
29135,57515,2010041412
57513,48131,2011101707
57514,48131,2011102007
60552,59164,2009060100
57886,57514,2010072501
53823,48131,2011102808
57386,60553,2009103110
59164,60103,2008060409
58053,53761,2011042700
57411,59164,2008120400
56500,57514,2012030717
60553,29135,2008100102
57513,58067,2010100608
60553,62710,2009030300
53761,55896,2011062913
58814,57898,2009100702
56711,57514,2012012611
57515,53761,2010101500
59164,60103,2009011311
57515,58578,2010062923
58065,57514,2012040711
55821,57515,2010111612
53761,57514,2010011209
58579,60553,2009091713
60552,58366,2008051300
60103,59164,2008092200
58066,53761,2010041123
56500,57514,2010121509
60103,59164,2009021900
48131,57515,2011102417
57815,57515,2011102212
51706,60553,2008081209
59164,60553,2008061010
53761,57514,2011052509
57946,58099,2009121906
53761,57514,2011060209
56500,56500,2011022109
60103,59164,2008070200
55821,57514,2010042709
58067,53761,2010012423
60103,59164,2009021700
58067,59474,2012041410
57078,57514,2009111210
56500,57515,2011050909
60103,59164,2009062200
59164,60103,2008092409
29135,57514,2010041110
60103,59164,2009061200
57512,57510,2012020516
28045,29135,2008071207
56713,48131,2011083123
57515,57515,2010110103
60552,59164,2009041400
58364,60553,2008051208
48132,57514,2011101917
56500,57514,2010010409
58067,57515,2010021300
59164,60103,2009051212
57419,60553,2009092312
32204,57515,2010061814
60104,60553,2009101704
58067,53761,2010061723
57340,60553,2009103100
56500,57514,2012031417
56500,57514,2011061409
29636,25994,2008061402
58067,53761,2012022208
57886,57279,2012040107
60103,59164,2008102323
53761,57514,2010042811
26456,59344,2012051811
58065,56500,2011013001
58067,53761,2010011723
58067,53761,2010101923
45339,60553,2009062406
57419,59164,2009040700
56500,57514,2012010517
55821,57514,2011012409
60103,58842,2008051006
58574,57514,2010062813
56500,57514,2012012017
57811,57514,2012012712
58182,60553,2009091612
63322,35821,2008112509
56502,58066,2011031710
60489,60553,2008102910
58067,57078,2010062312
35821,29135,2008070503
32775,29134,2008081508
57745,60103,2009102509
56500,57514,2012061417
53761,57514,2011051710
26004,57515,2011121622
58065,57515,2011091104
57515,53761,2012011108
58067,57515,2012012813
59164,60103,2008071410
58066,58067,2011091004
53761,57514,2011040210
57514,53761,2010082923
56500,57514,2011012709
59164,60103,2009021810
45799,41970,2008052314
57515,53761,2010080823
56243,57515,2011083110
60103,59164,2008072100
56502,57514,2011122918
55720,57512,2009120411
51022,60553,2008092309
58067,53761,2011032400
48131,57514,2011090509
58066,53761,2012040907
58065,53761,2010090223
58068,53761,2010120800
53326,32048,2007072822
26007,29135,2008052406
60553,60553,2008082303
60103,59164,2008052300
62368,59885,2009022710
58067,53761,2010032823
58067,53761,2011062823
57515,53761,2011010423
58067,57515,2011101612
56500,57514,2010011409
62927,60553,2009022510
48133,57514,2011090910
58065,53761,2011081023
60103,57184,2009091123
57078,57514,2009111810
58065,57515,2012021117
57515,53761,2011121614
57512,53992,2009120223
58348,54134,2010022100
50459,60553,2008111012
55558,57514,2011012113
60552,59164,2009022300
55411,57514,2010122913
56500,58072,2010010609
57514,57514,2011121516
57339,59164,2009022000
57385,58371,2008062000
57515,53761,2010062723
56422,58067,2011042607
33196,29135,2008072209
29135,60103,2008100111
57515,53761,2010070123
60103,60553,2009021402
29135,35821,2008071313
58067,57514,2011091323
58067,57514,2011021908
55821,57515,2012012917
58067,53761,2010102100
60591,57185,2009090823
29135,60553,2008052407
60552,59164,2009052100
36354,57515,2010070914
59164,60553,2008081908
53761,57514,2012021020
53993,57514,2009122209
48135,57514,2011092309
58066,60014,2011050803
58067,56500,2011030923
57815,53761,2010032923
58067,56375,2011080223
53985,57514,2009120112
58066,53761,2010010723
57835,57515,2010071701
35821,36273,2008083123
57839,53761,2012022908
60553,59164,2008090500
33385,57515,2010123112
57514,57514,2012052514
57344,57514,2010101116
57514,53761,2011013023
59164,60103,2009041012
60103,59164,2008111800
58817,59070,2009110702
57057,57514,2011101317
57811,56500,2011041723
53761,58072,2012021517
60553,60553,2008092010
56500,57515,2010070510
57512,53987,2009120923
58067,59351,2012061711
58068,57515,2012051913
58306,53761,2012031308
60103,59164,2009052500
58606,57515,2010102208
60552,59164,2009051500
58067,57280,2011061523
60103,59164,2009031600
32433,57514,2010050713
34935,60553,2009061509
58844,60244,2010062511
36400,29135,2008090309
56500,58067,2011030211
55410,57514,2010042912
55415,57514,2011010409
53992,57857,2009110909
57986,57515,2010012109
58066,53761,2012030208
57515,56500,2011031623
62709,60553,2009031110
59164,60553,2008042908
57886,57514,2010021702
55821,57513,2012040618
59164,59164,2008052600
32992,29134,2008071810
46502,57515,2011031809
55410,60873,2010112105
58652,60553,2009101510
57515,48131,2011101307
58067,53761,2012021007
60553,60103,2009020803
58076,57514,2010082014
57512,53838,2009122923
60103,29135,2008062201
58066,53761,2010040623
58066,48131,2011111808
48132,57515,2011110917
29135,60553,2009030613
58068,53761,2011071923
56500,57514,2011053010
57507,33942,2011040903
42929,57514,2011051110
53761,57513,2010112210
59164,60103,2009010810
60552,59164,2009032400
60552,62710,2009031200
56500,57514,2010111712
57886,53761,2011032123
58065,56500,2012052208
57514,60553,2009072109
60103,60553,2009081801
58814,60553,2009080500
57515,53761,2010081223
48132,57514,2011092609
60553,60103,2009100823
32721,57515,2010051710
58132,57514,2011032703
58363,60553,2008051414
57515,53761,2010070723
57811,60005,2011072300
56500,57515,2012020318
57514,56243,2010011223
58844,60553,2009063010
56500,57515,2010122110
26488,57514,2011042814
57515,53761,2011031723
59135,59164,2009010600
60553,60553,2009100602
56500,57514,2011033010
58067,57514,2010052023
57513,57514,2011102913
62711,60553,2009030909
60104,60553,2009011101
58073,56500,2012021708
58066,53761,2010041323
55411,57515,2010011109
56500,57512,2012060820
53761,57515,2010051211
58744,57515,2011061609
60553,60553,2008093005
57099,57514,2009111710
29135,57514,2009123113
58814,60553,2009080605
59164,60553,2008090508
60103,29135,2008120523
57513,54382,2009111123
29135,35821,2008071115
53761,57515,2010081909
60043,60553,2009082200
58114,56500,2011042800
59164,60103,2009051513
29135,26007,2008051710
57427,60553,2009101210
54134,57514,2010022209
57515,53761,2010112423
58182,60553,2009110509
58815,60553,2009080806
60486,55097,2009021010
60103,50391,2008071700
32038,60553,2008080809
58067,53761,2011031423
56423,57514,2011061709
32433,60553,2009031313
53761,53761,2011033010
58066,56500,2012032608
26059,60553,2009052809
57386,59164,2008103100
60283,58367,2008042100
60103,60553,2008110322
58067,57811,2012012314
57339,59164,2009021300
59140,60103,2009061210
51266,60103,2009041614
58814,60553,2009070506
58575,57514,2010100916
60103,59164,2008072200
57512,54382,2009121223
57892,53761,2012020108
60581,62710,2009022500
57811,53761,2010040123
53761,58868,2010060909
59164,60103,2008070910
32721,34422,2008102810
57514,53761,2010121300
57515,53761,2011022023
58067,53761,2010050523
58067,53761,2010082323
48132,57514,2011111617
54134,44015,2010022609
29135,60103,2009060514
55409,57514,2011123017
60103,59164,2009021100
58067,57514,2010041909
56500,57514,2012031917
56500,57514,2010051009
58067,53761,2010011023
32777,60553,2009010701
60104,62710,2009022400
58067,57515,2011051405
57339,59164,2009053100
49493,57515,2012022018
60553,35821,2008092701
57514,53761,2011073123
60553,60553,2009030805
55410,57514,2012032817
58067,53761,2010041523
58066,57515,2011070910
53992,57512,2009113010
56500,57515,2010070609
40032,40647,2008060613
48132,57515,2011092809
57386,59164,2009040200
57514,53761,2010101201
57515,53761,2010072623
59164,60103,2009040810
57515,59164,2010120100
45338,50516,2008060509
57427,60553,2009102610
58068,48131,2011092023
60103,60553,2008111503
55416,57514,2012013117
58067,57279,2011062223
57515,57515,2009122706
56500,57514,2011052612
60391,57514,2012012412
58765,60103,2009091509
58067,57514,2011060407
56500,57515,2010011814
59164,60103,2008061809
57515,53761,2010070823
57515,48131,2011092723
55411,57515,2010041214
60103,59164,2009062901
58067,54134,2010021000
60552,59137,2009010104
57340,58020,2009092300
57515,53761,2010071823
57988,53761,2011033023
60103,62710,2009030600
61463,59164,2008120500
57515,57279,2012041007
59164,60553,2008070709
62709,29135,2009030609
48132,57513,2011102017
59164,60553,2008071010
59164,60553,2009032611
60103,60553,2008082023
60103,58020,2009110200
55821,57514,2011072211
57078,57514,2009112612
58067,53761,2011042500
56500,58065,2011033109
60046,60553,2008100601
60103,60103,2009011504
57515,53761,2010080923
58067,53761,2011122808
60103,59164,2008060600
57514,53761,2011010700
57514,53761,2012061107
57268,70172,2011081222
60553,59164,2008060200
58643,60103,2009040210
57386,59164,2009051400
29135,60553,2008062212
56500,57514,2011081210
58360,60103,2008051513
57513,56713,2009122023
57514,57515,2010060502
60103,62710,2009030900
60103,60103,2009080107
56501,57513,2012011218
36427,29135,2008072309
54810,60553,2009081601
59164,60553,2009051811
32433,57515,2010050612
60553,59164,2008060400
26454,57515,2012011320
40072,60553,2008112114
55821,57514,2012040920
58067,57514,2012020218
60103,60553,2009091023
56374,57514,2012041020
52787,52787,2009081013
55413,57515,2012013017
60552,59164,2008103000
29134,57514,2010040112
58631,59354,2011012009
59164,60553,2008101310
60103,59164,2008111900
53761,57515,2010071912
57515,53761,2011011100
57840,57514,2010070214
60103,58020,2009102700
57386,60553,2008091108
60103,60103,2009073105
59164,60553,2009060310
58067,57514,2011010109
58067,58254,2011080703
56500,57514,2010122812
58067,57515,2010020703
57515,53761,2010072023
57840,57514,2010041010
60553,29135,2009071201
60553,60103,2009030705
58066,53761,2010041423
58814,64774,2009010304
57338,62710,2009031100
60553,58020,2009110600
32777,60103,2008082610
56712,48131,2011112308
56421,57515,2012030218
57514,57515,2010053102
58067,53761,2010121600
59164,60103,2008071611
54134,57514,2010021209
57835,57515,2010101604
29134,60553,2008102112
59164,60553,2008102410
58105,64174,2008051011
59140,60553,2008072512
57812,56373,2012041207
53761,57514,2011010609
56500,57514,2010012710
59164,59164,2008071000
54135,57514,2010020309
58065,53761,2011071023
29135,29137,2008062808
57513,58099,2010040504
25366,27185,2011053106
58065,53761,2011030223
60103,58797,2008101000
57386,59164,2008111300
57411,59164,2009021200
60103,59164,2008061900
29134,35821,2008062714
53761,57514,2010072210
55414,58067,2010052409
46070,57514,2010062411
58814,50673,2009040100
60553,60553,2008090123
58068,57515,2011020310
58067,56501,2010012823
58067,57514,2012022419
29134,57514,2010052012
60103,59164,2008081900
60046,35821,2009011705
58067,53761,2010090523
58067,57280,2012041307
58067,53761,2012022807
60103,59164,2008081400
57514,53761,2011042523
57515,53761,2012012007
59164,60103,2008060510
59164,60103,2009032012
56500,57514,2010072312
58067,53761,2011070723
29135,35821,2008112712
59164,59164,2008070110
57988,53761,2011042123
58067,53761,2010112123
57513,53992,2009121323
58537,60553,2009090912
60553,59164,2008072400
57405,60553,2009110611
59164,60553,2008052010
60103,60103,2009041105
58066,57514,2010111405
59164,60103,2009062511
60104,60103,2009101102
59164,60553,2008070211
60103,60103,2008110802
57339,59164,2008100823
53761,57514,2012032217
53761,57514,2010051109
35781,29135,2009011802
57513,57279,2011062123
60552,60103,2008120410
33107,60553,2009062812
62711,60553,2009031209
58065,53761,2012052408
58067,56500,2011042023
58020,60103,2009092109
60581,60553,2009071902
58067,53761,2010012023
29134,60553,2008081513
58066,53761,2010012623
57886,53761,2011032900
57991,26490,2011070302
29135,60553,2008072313
54134,57514,2010022309
57514,53761,2010070423
60553,60103,2009070805
57515,53761,2010111623
58067,53761,2012050217
58066,57515,2009112010
57427,57514,2010101215
56500,57514,2010111811
58067,53761,2010052423
32776,57515,2010073012
58065,57515,2010121205
53761,57514,2011011709
36235,57515,2011042713
56962,57514,2010011608
53761,57514,2010072912
57515,53761,2010072923
57515,53761,2010071923
57885,53761,2011031523
58066,56500,2010051623
56502,57514,2010083012
58693,57515,2012040517
58693,57515,2011061309
56712,57514,2009112409
61054,58538,2009090923
57515,53761,2010060301
54134,57514,2010021009
60552,62710,2009022700
58067,53761,2011071423
57514,57514,2010041704
50463,60553,2008081408
59164,60553,2008072109
57513,57514,2010052904
58166,60103,2009092511
55413,57515,2010101513
60553,60103,2009031406
58577,60553,2009102710
59164,60553,2008092210
60103,58814,2009062803
56243,57514,2011070610
57515,53761,2012061307
62896,60553,2009091923
58569,57514,2010060216
58067,53761,2010081523
59164,60553,2008070310
60552,60103,2009040405
57515,53761,2011012323
58066,53761,2012052107
60103,57184,2009090700
57894,57515,2011071604
32433,57515,2010040214
60103,60553,2009052703
29137,29135,2008062810
60103,59164,2008080500
32433,60553,2009032814
37574,57515,2011042109
58182,60553,2009102910
58067,53761,2010052723
60552,59164,2009011200
57513,53521,2009112323
59164,60553,2009010911
58652,60553,2009101012
36004,31983,2009010106
48131,57515,2011111017
53761,57858,2011041109
58067,53761,2011060223
59164,60553,2009060110
55821,57515,2010082312
60103,59164,2008090300
60103,60553,2009082006
57513,48131,2011101207
59164,60103,2009040312
47940,57514,2011061014
60553,60103,2009091723
58367,60553,2008051613
60553,29135,2008101801
26489,57514,2011041012
59164,59164,2008112100
57277,57514,2011031110
56500,57514,2010011309
48133,57514,2011112117
58067,56500,2011051723
60103,59164,2009032600
60103,59164,2008081100
56500,57514,2012061318
58067,57515,2010021100
29135,60553,2008101811
59137,59164,2009010105
59164,60553,2009062311
60553,60103,2009053109
53761,57514,2012010418
56500,57515,2011031409
57835,57515,2010120403
59164,60103,2008111709
59164,60553,2008061711
60553,59164,2008060709
59164,60103,2008072808
58066,53761,2010012123
54134,57514,2010020809
55918,57514,2010010709
26455,57514,2012061518
60103,59164,2009031900
26004,57515,2011050612
54134,57514,2010020510
57513,53992,2009112623
60553,58366,2008051600
60552,59164,2009032300
48131,57514,2011092706
57859,53761,2012012908
58067,53761,2010082423
60103,60553,2009082902
55454,57515,2009121710
60103,59164,2008072800
57515,53761,2010102201
56500,57515,2010060313
60552,59164,2009061800
57886,57514,2012030808
58814,60553,2009071723
53761,57515,2010033009
57513,29135,2010041102
59164,60103,2009032310
57840,56500,2010011223
55409,57514,2010112912
29135,35821,2008071813
57513,48131,2011080723
55821,57514,2012031317
57184,60553,2009090810
60025,60103,2009110111
56500,57515,2010012214
35821,36424,2008071400
56500,57513,2011011910
58067,53761,2010030123
57515,48131,2011080923
59164,59164,2009041300
58814,60553,2009100402
58814,60553,2008112203
60552,29135,2009032804
57514,53761,2010071323
59164,60553,2009032709
48133,57514,2011090709
57513,56368,2009120823
57514,53761,2010090923
55821,56243,2011070410
60103,59164,2008053002
58066,53761,2010112900
58053,57278,2012013008
57427,60553,2009092210
58368,60553,2008041811
26004,57514,2011071512
57514,53761,2010051923
57515,57840,2012012107
58067,53761,2012030608
57513,60014,2010052202
58065,53761,2011070523
29134,60553,2009041212
58140,57514,2011111911
57513,57515,2011052201
57514,53761,2011070423
57513,53521,2009120623
70008,57514,2011082913
60553,60553,2009071408
57839,53761,2012032808
32722,29135,2010040709
64793,29134,2009031311
57815,53761,2010122200
59164,60553,2008112010
58067,57514,2011052101
